,kpgz_code,kpgz_name,template_name
156304,01.02.10.43.892.04,"ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ ВЫСОКОЙ ПЛОТНОСТИ ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ (ОТКРЫТЫЕ СИСТЕМЫ)","ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ ВЫСОКОЙ ПЛОТНОСТИ ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ (ОТКРЫТЫЕ СИСТЕМЫ)"
156324,01.02.10.43.892.05,"ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ ВЫСОКОЙ ПЛОТНОСТИ ИВД, РЕАГЕНТ (ОТКРЫТЫЕ СИСТЕМЫ)","ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ ВЫСОКОЙ ПЛОТНОСТИ ИВД, РЕАГЕНТ (ОТКРЫТЫЕ СИСТЕМЫ)"
156335,01.02.10.43.892.02,"ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ ВЫСОКОЙ ПЛОТНОСТИ ИВД, РЕАГЕНТ",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
156337,01.02.10.43.892.07,"ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ НИЗКОЙ ПЛОТНОСТИ (ЛПНП) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ","ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ НИЗКОЙ ПЛОТНОСТИ (ЛПНП) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
156338,01.02.10.43.892.13,"ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ НИЗКОЙ ПЛОТНОСТИ ИВД, КАЛИБРАТОР","ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ НИЗКОЙ ПЛОТНОСТИ ИВД, КАЛИБРАТОР"
156343,01.02.10.43.892.12,"ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ НИЗКОЙ ПЛОТНОСТИ ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ","ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ НИЗКОЙ ПЛОТНОСТИ ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
156356,01.02.10.43.892.03,"ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ НИЗКОЙ ПЛОТНОСТИ ИВД, РЕАГЕНТ",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
156357,01.02.10.43.892.06,"ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ НИЗКОЙ ПЛОТНОСТИ ИВД, РЕАГЕНТ (ОТКРЫТЫЕ СИСТЕМЫ)","ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ НИЗКОЙ ПЛОТНОСТИ ИВД, РЕАГЕНТ (ОТКРЫТЫЕ СИСТЕМЫ)"
156369,01.02.10.43.892.08,"ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ ОЧЕНЬ НИЗКОЙ ПЛОТНОСТИ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ","ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ ОЧЕНЬ НИЗКОЙ ПЛОТНОСТИ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
156374,01.02.10.43.892.09,"ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ ОЧЕНЬ НИЗКОЙ ПЛОТНОСТИ ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ","ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ ОЧЕНЬ НИЗКОЙ ПЛОТНОСТИ ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
156376,01.02.10.43.892.10,"ХОЛЕСТЕРИН СУБФРАКЦИИ ПЛОТНЫХ ЛИПОПРОТЕИНОВ НИЗКОЙ ПЛОТНОСТИ ИВД, РЕАГЕНТ","ХОЛЕСТЕРИН СУБФРАКЦИИ ПЛОТНЫХ ЛИПОПРОТЕИНОВ НИЗКОЙ ПЛОТНОСТИ ИВД, РЕАГЕНТ"
156415,01.25.48.08,ХОЛОДИЛЬНЫЕ АВТОМАТИЗИРОВАННЫЕ УСТАНОВКИ,ХОЛОДИЛЬНЫЕ АВТОМАТИЗИРОВАННЫЕ УСТАНОВКИ
156417,01.17.01.03,УСТАНОВКА ХОЛОДИЛЬНАЯ АКВАРИУМНАЯ,УСТАНОВКА ХОЛОДИЛЬНАЯ АКВАРИУМНАЯ
156420,01.25.48.02,ХОЛОДИЛЬНИКИ БАРАБАННЫЕ,ХОЛОДИЛЬНИКИ БАРАБАННЫЕ
156424,01.20.01.04.01,ХОЛОДИЛЬНИКИ БЫТОВЫЕ,ПОСТАВКА БЫТОВОЙ ЭЛЕКТРОНИКИ
156436,01.02.11.01.06.01.01.10,ХОЛОДИЛЬНИК ДЛЯ КРОВИ,ПОСТАВКА МЕДИЦИНСКИХ ХОЛОДИЛЬНИКОВ
156437,01.02.11.01.11.09.07,ХОЛОДИЛЬНИКИ ДЛЯ ХРАНЕНИЯ КОМПОНЕНТОВ КРОВИ,ХОЛОДИЛЬНИКИ ДЛЯ ХРАНЕНИЯ КОМПОНЕНТОВ КРОВИ
156445,01.02.11.01.06.01.01.01,"ХОЛОДИЛЬНИК ЛАБОРАТОРНЫЙ, БАЗОВЫЙ",ПОСТАВКА МЕДИЦИНСКИХ ХОЛОДИЛЬНИКОВ
156459,01.02.11.01.06.01.01.02,ХОЛОДИЛЬНИК ФАРМАЦЕВТИЧЕСКИЙ,ПОСТАВКА МЕДИЦИНСКИХ ХОЛОДИЛЬНИКОВ
156461,01.25.48.06,ХОЛОДИЛЬНИКИ ЦИРКУЛИРУЮЩЕЙ ЖИДКОСТИ,ХОЛОДИЛЬНИКИ ЦИРКУЛИРУЮЩЕЙ ЖИДКОСТИ
156465,01.25.48.05,ХОЛОДИЛЬНИКИ-КОНДЕНСАТОРЫ,ХОЛОДИЛЬНИКИ-КОНДЕНСАТОРЫ
156468,01.25.48.03,ХОЛОДИЛЬНИКИ-КОНДЕНСАТОРЫ I СТУПЕНИ,ХОЛОДИЛЬНИКИ-КОНДЕНСАТОРЫ I СТУПЕНИ
156472,01.25.48.04,ХОЛОДИЛЬНИКИ-КОНДЕНСАТОРЫ II СТУПЕНИ,ХОЛОДИЛЬНИКИ-КОНДЕНСАТОРЫ II СТУПЕНИ
156476,01.02.11.01.06.01.07,ХОЛОДИЛЬНИК/МОРОЗИЛЬНИК ДЛЯ ХРАНЕНИЯ КРОВИ,ПОСТАВКА МЕДИЦИНСКИХ ХОЛОДИЛЬНИКОВ
156809,01.02.10.43.893.06,"ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, КАЛИБРАТОР","ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, КАЛИБРАТОР"
156810,01.02.10.43.893.07,"ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ","ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
156811,01.02.10.43.893.05,"ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
156814,01.02.10.43.893.01,"ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ","ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
156815,01.02.10.43.893.04,"ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ","ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
156820,01.02.10.43.893.02,"ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, РЕАГЕНТ","ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, РЕАГЕНТ"
156825,01.02.10.43.893.03,"ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ","ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
156835,01.11.03.09.02.12,ХРИЗОТИЛ ТЕПЛОИЗОЛЯЦИОННЫЙ,ПОСТАВКА ИЗОЛЯЦИОННЫХ МАТЕРИАЛОВ
156836,01.26.01.02.03.03.12,ХРОМА (VI) ОКСИД (РЕАКТИВ),ПОСТАВКА ХИМИЧЕСКИХ ВЕЩЕСТВ
156842,01.05.02.01.06,ХРОМАТОГРАФЫ ГАЗОВЫЕ,ХРОМАТОГРАФЫ ГАЗОВЫЕ
156847,01.02.10.43.135.50,ХРОМОГЕННЫЙ АГАР ДЛЯ SALMONELLA SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД,ХРОМОГЕННЫЙ АГАР ДЛЯ SALMONELLA SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД
156851,01.02.10.43.135.51,ХРОМОГЕННЫЙ АГАР ДЛЯ STAPHYLOCOCCUS AUREUS ПИТАТЕЛЬНАЯ СРЕДА ИВД,ХРОМОГЕННЫЙ АГАР ДЛЯ STAPHYLOCOCCUS AUREUS ПИТАТЕЛЬНАЯ СРЕДА ИВД
156854,01.02.10.43.135.53,ХРОМОГЕННЫЙ АГАР ДЛЯ ВИДОВ VIBRIO ПИТАТЕЛЬНАЯ СРЕДА ИВД,ХРОМОГЕННЫЙ АГАР ДЛЯ ВИДОВ VIBRIO ПИТАТЕЛЬНАЯ СРЕДА ИВД
156856,01.02.10.43.135.52,ХРОМОГЕННЫЙ АГАР ДЛЯ ВЫЯВЛЕНИЯ ВАНКОМИЦИН-РЕЗИСТЕНТНЫХ ЭНТЕРОКОККОВ (VRE) ПИТАТЕЛЬНАЯ СРЕДА ИВД,ХРОМОГЕННЫЙ АГАР ДЛЯ ВЫЯВЛЕНИЯ ВАНКОМИЦИН-РЕЗИСТЕНТНЫХ ЭНТЕРОКОККОВ (VRE) ПИТАТЕЛЬНАЯ СРЕДА ИВД
156867,01.02.10.43.894.01,"ХРОМОГЕННЫЙ СУБСТРАТ ДЛЯ ИММУНОГИСТОХИМИИ ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ","ХРОМОГЕННЫЙ СУБСТРАТ ДЛЯ ИММУНОГИСТОХИМИИ ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ"
156870,01.02.10.43.895.01,"ХРОМОГРАНИН A ИВД, АНТИТЕЛА","ХРОМОГРАНИН A ИВД, АНТИТЕЛА"
156874,01.02.10.43.895.02,"ХРОМОГРАНИН A ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","ХРОМОГРАНИН A ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
156879,01.01.03.15,ХУРМА,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
156890,01.02.10.06.69,ЦАПКА,ЦАПКА
156929,01.26.01.02.03.01.42,ЦЕЗИЙ АЗОТНОКИСЛЫЙ (РЕАКТИВ),ПОСТАВКА ХИМИЧЕСКИХ ВЕЩЕСТВ
156930,01.26.01.02.03.02.17,ЦЕЗИЙ ХЛОРИСТЫЙ (РЕАКТИВ),ПОСТАВКА ХИМИЧЕСКИХ ВЕЩЕСТВ
156931,01.11.02.09.19,ЦЕКОВКИ ЦИЛИНДРИЧЕСКИЕ ДЛЯ ОБРАБОТКИ ОПОРНЫХ ПОВЕРХНОСТЕЙ ПОД КРЕПЕЖНЫЕ ДЕТАЛИ,ПОСТАВКА СТРОИТЕЛЬНЫХ ИНСТРУМЕНТОВ
156934,01.26.02.05.06,ЦЕЛЛЮЛОЗА МИКРОКРИСТАЛЛИЧЕСКАЯ,ПОСТАВКА ХИМИЧЕСКИХ ВЕЩЕСТВ
156938,01.11.03.04.04.02,ЦЕМЕНТ ГЛИНОЗЕМИСТЫЙ И ВЫСОКОГЛИНОЗЕМИСТЫЙ,ПОСТАВКА НЕРУДНЫХ МАТЕРИАЛОВ И СЫРЬЯ
156949,01.02.10.08,КОСТНЫЙ ЦЕМЕНТ,"ПОСТАВКА ЭНДОПРОТЕЗОВ СУСТАВОВ ДЛЯ ПЕРВИЧНОГО ЭНДОПРОТЕЗИРОВАНИЯ, ЭНДОПРОТЕЗОВ СУСТАВОВ ОНКОЛОГИЧЕСКИХ, РЕВИЗИОННЫХ ЭНДОПРОТЕЗОВ, КОСТНОГО ЦЕМЕНТА"
156979,01.11.03.04.04.01,ЦЕМЕНТ СТРОИТЕЛЬНЫЙ,ПОСТАВКА НЕРУДНЫХ МАТЕРИАЛОВ И СЫРЬЯ
156985,01.02.10.43.896.01,"ЦЕНТОМЕРА АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","ЦЕНТОМЕРА АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
156987,01.13.11.03.05.13,ЦЕНТРЫ МУЗЫКАЛЬНЫЕ,ЦЕНТРЫ МУЗЫКАЛЬНЫЕ
156992,01.11.02.09.17,ЦЕНТРЫ СТАНОЧНЫЕ,ПОСТАВКА СТРОИТЕЛЬНЫХ ИНСТРУМЕНТОВ
156996,01.02.11.01.11.09.08,СТАНЦИИ ЦЕНТРАЛЬНЫЕ ДЛЯ МОНИТОРИНГА ГЕМОДИАЛИЗА,СТАНЦИИ ЦЕНТРАЛЬНЫЕ ДЛЯ МОНИТОРИНГА ГЕМОДИАЛИЗА
157005,01.25.18.76,ЦЕНТРИФУГИ ГОРИЗОНТАЛЬНЫЕ ШНЕКОВЫЕ ДЛЯ ОТДЕЛЕНИЯ ШКВАРЫ ИЗ ЖИРОВОЙ СУСПЕНЗИИ,ЦЕНТРИФУГИ ГОРИЗОНТАЛЬНЫЕ ШНЕКОВЫЕ ДЛЯ ОТДЕЛЕНИЯ ШКВАРЫ ИЗ ЖИРОВОЙ СУСПЕНЗИИ
157007,01.06.02.02.11,ЦЕНТРИФУГИ ДЕМОНСТРАЦИОННЫЕ,ЦЕНТРИФУГИ ДЕМОНСТРАЦИОННЫЕ
157009,01.02.11.01.12.03.02.04,ЦЕНТРИФУГА ДЛЯ БАНКА КРОВИ,ЦЕНТРИФУГА ДЛЯ БАНКА КРОВИ
157010,01.02.11.01.12.03.02.06,ЦЕНТРИФУГА ДЛЯ МИКРОГЕМАТОКРИТА,ЦЕНТРИФУГА ДЛЯ МИКРОГЕМАТОКРИТА
157011,01.02.11.01.12.03.02.02,ЦЕНТРИФУГА ДЛЯ МИКРООБРАЗЦОВ,ЦЕНТРИФУГА ДЛЯ МИКРООБРАЗЦОВ
157013,01.25.02.99.06.01,ЦЕНТРИФУГИ КУХОННЫЕ ПРОМЫШЛЕННЫЕ,ПОСТАВКА КУХОННОГО ОБОРУДОВАНИЯ ПРОМЫШЛЕННОГО ТИПА
157014,01.05.02.01.09,"ЦЕНТРИФУГИ ЛАБОРАТОРНЫЕ, НЕМЕДИЦИНСКИЕ","ЦЕНТРИФУГИ ЛАБОРАТОРНЫЕ, НЕМЕДИЦИНСКИЕ"
157045,01.02.11.01.12.03.02.03,ЦЕНТРИФУГА НАПОЛЬНАЯ ВЫСОКОСКОРОСТНАЯ,ЦЕНТРИФУГА НАПОЛЬНАЯ ВЫСОКОСКОРОСТНАЯ
157046,01.02.11.01.12.03.02.07,"ЦЕНТРИФУГА НАПОЛЬНАЯ НИЗКОСКОРОСТНАЯ, БЕЗ ОХЛАЖДЕНИЯ","ЦЕНТРИФУГА НАПОЛЬНАЯ НИЗКОСКОРОСТНАЯ, БЕЗ ОХЛАЖДЕНИЯ"
157047,01.02.11.01.12.03.02.08,"ЦЕНТРИФУГА НАПОЛЬНАЯ НИЗКОСКОРОСТНАЯ, С ОХЛАЖДЕНИЕМ","ЦЕНТРИФУГА НАПОЛЬНАЯ НИЗКОСКОРОСТНАЯ, С ОХЛАЖДЕНИЕМ"
157048,01.02.11.01.12.03.02.01,ЦЕНТРИФУГА НАСТОЛЬНАЯ ОБЩЕГО НАЗНАЧЕНИЯ,ЦЕНТРИФУГА НАСТОЛЬНАЯ ОБЩЕГО НАЗНАЧЕНИЯ
157098,01.25.81,ЦЕНТРИФУГИ ПРОМЫШЛЕННЫЕ,ЦЕНТРИФУГИ ПРОМЫШЛЕННЫЕ
157099,01.02.11.01.12.03.02.05,ЦЕНТРИФУГА ЦИТОЛОГИЧЕСКАЯ,ЦЕНТРИФУГА ЦИТОЛОГИЧЕСКАЯ
157102,01.02.10.43.897.02,"ЦЕНТРОМЕРНЫЙ БЕЛОК АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА) (ОТКРЫТЫЕ СИСТЕМЫ)","ЦЕНТРОМЕРНЫЙ БЕЛОК АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА) (ОТКРЫТЫЕ СИСТЕМЫ)"
157103,01.02.10.43.897.01,"ЦЕНТРОМЕРНЫЙ БЕЛОК АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
157136,01.11.02.09.06,ЦЕПИ ДЛЯ ЭЛЕКТРО- И БЕНЗОПИЛ,ПОСТАВКА СТРОИТЕЛЬНЫХ ИНСТРУМЕНТОВ
157182,01.26.01.02.03.01.50,ЦЕРИЙ (III) АЗОТНОКИСЛЫЙ 6-ВОДНЫЙ (РЕАКТИВ),ПОСТАВКА ХИМИЧЕСКИХ ВЕЩЕСТВ
157183,01.26.01.02.03.03.15,ЦЕРИЙ (IV) ОКСИД,ПОСТАВКА ХИМИЧЕСКИХ ВЕЩЕСТВ
157189,01.02.10.43.898.04,"ЦЕРУЛОПЛАЗМИН ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ (ОТКРЫТЫЕ СИСТЕМЫ)","ЦЕРУЛОПЛАЗМИН ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ (ОТКРЫТЫЕ СИСТЕМЫ)"
157190,01.02.10.43.898.02,"ЦЕРУЛОПЛАЗМИН ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
157192,01.02.10.43.898.03,"ЦЕРУЛОПЛАЗМИН ИВД, РЕАГЕНТ (ОТКРЫТЫЕ СИСТЕМЫ)","ЦЕРУЛОПЛАЗМИН ИВД, РЕАГЕНТ (ОТКРЫТЫЕ СИСТЕМЫ)"
157193,01.02.10.43.898.01,"ЦЕРУЛОПЛАЗМИН ИВД, РЕАГЕНТ",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
157221,01.02.10.43.899.01,ЦЕФАЗОЛИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ЦЕФАЗОЛИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
157228,01.02.10.43.900.01,ЦЕФАЛОТИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ЦЕФАЛОТИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
157233,01.02.10.43.901.01,ЦЕФАМАНДОЛ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ЦЕФАМАНДОЛ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
157242,01.02.10.43.902.02,ЦЕФЕПИМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ЦЕФЕПИМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
157246,01.02.10.43.902.01,ЦЕФЕПИМ МИНИМАЛЬНАЯ ИНГИБИРУЮЩАЯ КОНЦЕНТРАЦИЯ ИВД,ЦЕФЕПИМ МИНИМАЛЬНАЯ ИНГИБИРУЮЩАЯ КОНЦЕНТРАЦИЯ ИВД
157251,01.02.10.43.902.03,ЦЕФЕПИМ/КЛАВУЛАНОВАЯ КИСЛОТА МИНИМАЛЬНАЯ ИНГИБИРУЮЩАЯ КОНЦЕНТРАЦИЯ ИВД,ЦЕФЕПИМ/КЛАВУЛАНОВАЯ КИСЛОТА МИНИМАЛЬНАЯ ИНГИБИРУЮЩАЯ КОНЦЕНТРАЦИЯ ИВД
157257,01.02.10.43.903.01,ЦЕФИКСИМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ЦЕФИКСИМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
157264,01.02.10.43.904.02,ЦЕФОКСИТИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ЦЕФОКСИТИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
157268,01.02.10.43.904.01,ЦЕФОКСИТИН ДИФФЕРЕНЦИРУЮЩИЙ ДИСК ИВД,ЦЕФОКСИТИН ДИФФЕРЕНЦИРУЮЩИЙ ДИСК ИВД
157274,01.02.10.43.905.02,ЦЕФОПЕРАЗОН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ЦЕФОПЕРАЗОН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
157288,01.02.10.43.905.03,ЦЕФОПЕРАЗОН/СУЛЬБАКТАМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ЦЕФОПЕРАЗОН/СУЛЬБАКТАМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
157292,01.02.10.43.905.01,ЦЕФОПЕРАЗОН/СУЛЬБАКТАМ МИНИМАЛЬНАЯ ИНГИБИРУЮЩАЯ КОНЦЕНТРАЦИЯ ИВД,ЦЕФОПЕРАЗОН/СУЛЬБАКТАМ МИНИМАЛЬНАЯ ИНГИБИРУЮЩАЯ КОНЦЕНТРАЦИЯ ИВД
157303,01.02.10.43.906.02,ЦЕФОТАКСИМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ЦЕФОТАКСИМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
157307,01.02.10.43.906.03,ЦЕФОТАКСИМ МИНИМАЛЬНАЯ ИНГИБИРУЮЩАЯ КОНЦЕНТРАЦИЯ ИВД,ЦЕФОТАКСИМ МИНИМАЛЬНАЯ ИНГИБИРУЮЩАЯ КОНЦЕНТРАЦИЯ ИВД
157312,01.02.10.43.906.01,ЦЕФОТАКСИМ/КЛАВУЛАНОВАЯ КИСЛОТА ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ЦЕФОТАКСИМ/КЛАВУЛАНОВАЯ КИСЛОТА ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
157316,01.02.10.43.907.01,ЦЕФОТЕТАН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ЦЕФОТЕТАН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
157323,01.02.10.43.908.01,ЦЕФПИРОМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ЦЕФПИРОМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
